meanedge,threshold
3.99363,0.934687
3.9878,0.936406
3.78947,0.93125
3.62416,0.924375
3.46429,0.9175
3.33937,0.910625
3.23077,0.90375
3.0597,0.890625
3.01493,0.883789
3.0101,0.882812
